1995-10-07,85,75,119,17,92
1995-10-08,35,288,112,27,159
1995-10-09,71,207,101,25,388
1995-10-10,80,185,112,15,373
1995-10-11,74,329,117,23,148
1995-10-12,68,248,100,20,290
1995-10-13,73,125,110,25,438
1995-10-14,50,246,116,11,235
1995-10-15,39,212,115,23,330
1995-10-16,67,285,117,26,301
1995-10-17,39,177,116,27,418
1995-10-18,88,320,91,17,400
1995-10-19,51,64,108,10,105
1995-10-20,42,303,92,20,352
1995-10-21,79,150,97,12,111
1995-10-22,57,66,112,12,306
1995-10-23,89,194,101,29,147
1995-10-24,81,76,94,25,288
1995-10-25,90,276,100,15,335
1995-10-26,41,261,117,24,399
1995-10-27,71,149,90,10,171
1995-10-28,32,97,96,25,387
1995-10-29,34,110,94,13,163
1995-10-30,85,251,106,30,106
1995-10-31,89,237,100,27,245
1995-11-01,80,240,108,14,201
1995-11-02,42,76,105,25,420
1995-11-03,71,234,98,12,414
1995-11-04,41,105,108,16,419
1995-11-05,69,148,102,25,191
1995-11-06,44,326,114,23,420
1995-11-07,68,78,96,20,298
1995-11-08,88,110,105,20,237
1995-11-09,64,210,114,29,138
1995-11-10,51,291,114,22,205
1995-11-11,83,262,113,14,218
1995-11-12,72,63,110,28,260
1995-11-13,33,90,115,12,190
1995-11-14,55,313,94,18,314
1995-11-15,84,228,111,29,227
1995-11-16,34,82,94,19,394
1995-11-17,73,147,109,23,160
1995-11-18,78,166,93,14,262
1995-11-19,46,85,99,26,172
1995-11-20,53,235,95,28,96
1995-11-21,61,253,110,25,122
1995-11-22,48,97,95,22,377
1995-11-23,76,131,106,22,344
1995-11-24,42,202,108,18,255
1995-11-25,53,171,108,16,119
1995-11-26,47,240,114,22,98
1995-11-27,57,298,111,22,300
1995-11-28,78,314,101,29,288
1995-11-29,83,179,101,20,127
1995-11-30,87,319,113,29,101
1995-12-01,42,128,113,15,352
1995-12-02,85,250,96,14,362
1995-12-03,56,245,101,10,159
1995-12-04,58,242,95,19,123
1995-12-05,83,120,96,14,228
1995-12-06,80,248,103,21,430
1995-12-07,83,244,97,16,335
1995-12-08,50,223,118,26,339
1995-12-09,50,285,99,26,129
1995-12-10,76,93,103,10,201
1995-12-11,52,309,90,13,275
1995-12-12,54,275,93,17,328
1995-12-13,75,275,114,16,251
1995-12-14,86,114,93,25,273
1995-12-15,55,222,104,21,386
1995-12-16,45,261,94,23,301
1995-12-17,37,136,112,21,410
1995-12-18,42,210,109,11,177
1995-12-19,61,328,112,22,256
1995-12-20,84,318,110,22,323
1995-12-21,32,296,108,27,383
1995-12-22,72,123,110,27,196
1995-12-23,53,271,112,18,392
1995-12-24,35,154,107,27,315
1995-12-25,71,235,106,15,315
1995-12-26,84,100,96,19,177
1995-12-27,45,237,112,29,322
1995-12-28,53,124,92,20,191
1995-12-29,33,226,115,28,278
1995-12-30,34,241,108,16,297
1995-12-31,83,196,92,12,396
1996-01-01,74,93,95,16,227
1996-01-02,51,214,99,16,423
1996-01-03,32,157,113,12,286
1996-01-04,56,133,103,11,440
1996-01-05,61,75,99,15,314
1996-01-06,54,216,109,17,228
1996-01-07,44,329,95,26,387
1996-01-08,38,191,108,28,379
1996-01-09,63,118,96,26,229
1996-01-10,43,290,93,22,252
1996-01-11,74,246,107,14,215
1996-01-12,51,294,114,26,231
1996-01-13,76,88,111,23,190
1996-01-14,63,288,112,16,320
1996-01-15,53,142,117,10,120
1996-01-16,69,125,100,22,123
1996-01-17,46,70,93,22,118
1996-01-18,74,256,98,25,427
1996-01-19,86,168,110,25,401
1996-01-20,73,148,111,13,409
1996-01-21,87,225,115,13,142
1996-01-22,54,120,102,24,247
1996-01-23,82,225,105,16,328
1996-01-24,31,152,92,19,114
1996-01-25,41,171,107,12,97
1996-01-26,64,328,99,12,321
1996-01-27,37,251,120,18,105
1996-01-28,68,250,116,21,134
1996-01-29,82,245,100,23,168
1996-01-30,58,169,113,18,190
1996-01-31,31,220,98,13,416
1996-02-01,71,140,95,22,193
1996-02-02,78,156,106,16,355
1996-02-03,68,178,113,23,214
1996-02-04,85,97,91,28,187
1996-02-05,58,283,98,22,165
1996-02-06,38,262,92,14,372
1996-02-07,66,81,109,15,164
1996-02-08,42,75,105,30,407
1996-02-09,72,283,113,17,416
1996-02-10,50,123,113,23,255
1996-02-11,57,115,119,29,341
1996-02-12,63,60,93,20,116
1996-02-13,38,273,103,19,411
1996-02-14,59,154,110,21,183
1996-02-15,54,145,95,18,196
1996-02-16,70,250,104,29,219
1996-02-17,82,248,111,30,342
1996-02-18,37,91,100,11,139
1996-02-19,81,84,93,11,109
1996-02-20,43,109,110,11,223
1996-02-21,47,321,96,20,177
1996-02-22,42,293,110,15,288
1996-02-23,70,268,111,18,295
1996-02-24,34,84,104,15,396
1996-02-25,35,180,118,21,333
1996-02-26,40,193,118,24,107
1996-02-27,70,295,91,15,150
1996-02-28,50,262,107,11,316
1996-02-29,43,224,116,20,404
1996-03-01,72,286,114,18,102
1996-03-02,61,202,101,29,302
1996-03-03,85,270,98,28,189
1996-03-04,85,231,111,10,187
1996-03-05,62,274,118,28,359
1996-03-06,44,99,100,24,186
1996-03-07,39,65,100,11,255
1996-03-08,65,120,120,28,256
1996-03-09,86,67,103,11,141
1996-03-10,47,221,114,23,153
1996-03-11,59,83,109,20,185
1996-03-12,53,192,100,20,291
1996-03-13,76,123,111,14,427
1996-03-14,67,152,102,30,103
1996-03-15,83,86,114,29,423
1996-03-16,52,122,95,24,125
1996-03-17,65,164,95,11,180
1996-03-18,82,167,108,22,131
1996-03-19,58,315,103,10,324
1996-03-20,62,68,111,27,418
1996-03-21,32,75,105,27,311
1996-03-22,83,276,100,23,164
1996-03-23,70,77,120,18,167
1996-03-24,58,239,95,17,108
1996-03-25,36,193,91,24,288
1996-03-26,66,267,111,14,407
1996-03-27,82,273,102,23,297
1996-03-28,70,73,106,15,142
1996-03-29,71,98,115,22,321
1996-03-30,89,103,97,22,250
1996-03-31,88,136,99,18,369
1996-04-01,86,291,93,15,222
1996-04-02,82,127,103,26,363
1996-04-03,61,140,103,10,312
1996-04-04,80,182,117,27,359
1996-04-05,79,216,94,19,372
1996-04-06,89,194,105,11,363
1996-04-07,82,167,91,28,181
1996-04-08,89,198,109,11,349
1996-04-09,80,163,103,30,346
1996-04-10,48,280,109,20,172
1996-04-11,68,70,104,13,335
1996-04-12,31,197,116,12,277
1996-04-13,35,246,98,10,338
1996-04-14,71,120,99,13,203
1996-04-15,34,137,91,19,123
1996-04-16,59,283,111,20,339
1996-04-17,38,258,117,18,397
1996-04-18,59,76,110,19,231
1996-04-19,80,301,103,30,101
1996-04-20,44,205,99,26,207
1996-04-21,86,256,99,19,223
1996-04-22,55,290,97,21,216
1996-04-23,77,90,105,13,166
1996-04-24,86,190,106,29,236
1996-04-25,37,188,99,27,276
1996-04-26,74,84,91,13,139
1996-04-27,39,122,116,18,392
1996-04-28,46,124,100,16,361
1996-04-29,57,161,114,25,96
1996-04-30,34,118,114,14,125
1996-05-01,41,297,106,18,354
1996-05-02,85,133,105,30,124
1996-05-03,41,290,107,28,288
1996-05-04,45,209,97,29,98
1996-05-05,70,204,108,26,214
1996-05-06,82,171,92,19,276
1996-05-07,47,93,92,23,251
1996-05-08,88,120,109,23,317
1996-05-09,66,172,110,24,423
1996-05-10,50,324,117,14,434
1996-05-11,44,91,92,27,342
1996-05-12,59,277,95,25,307
1996-05-13,62,96,108,22,268
1996-05-14,67,108,91,19,313
1996-05-15,68,76,105,24,100
1996-05-16,89,117,109,21,275
1996-05-17,69,75,107,26,355
1996-05-18,56,322,112,26,400
1996-05-19,72,62,94,11,196
1996-05-20,48,105,91,15,315
1996-05-21,62,144,103,13,178
1996-05-22,41,324,102,15,90
1996-05-23,71,63,110,18,185
1996-05-24,48,266,93,29,266
1996-05-25,60,278,115,15,124
1996-05-26,43,91,120,26,224
1996-05-27,41,118,108,28,303
1996-05-28,71,278,104,23,160
1996-05-29,43,153,98,13,303
1996-05-30,83,121,109,21,144
1996-05-31,40,199,106,25,92
1996-06-01,54,79,118,20,323
1996-06-02,87,119,119,24,280
1996-06-03,65,173,116,14,165
1996-06-04,37,247,106,19,425
1996-06-05,71,63,101,13,333
1996-06-06,76,132,100,17,192
1996-06-07,78,244,91,16,287
1996-06-08,38,88,93,24,164
1996-06-09,46,163,108,13,367
1996-06-10,86,145,110,29,160
1996-06-11,88,112,116,28,403
1996-06-12,83,106,96,23,311
1996-06-13,38,296,91,14,102
1996-06-14,88,181,103,23,159
1996-06-15,79,290,102,21,102
1996-06-16,80,294,107,30,291
1996-06-17,40,63,103,19,242
1996-06-18,60,155,97,17,95
1996-06-19,72,232,119,16,310
1996-06-20,60,141,92,17,120
1996-06-21,72,240,95,18,161
1996-06-22,79,117,107,15,305
1996-06-23,50,74,92,29,106
1996-06-24,69,161,110,28,382
1996-06-25,52,309,111,13,188
1996-06-26,70,126,119,23,394
1996-06-27,44,72,96,29,103
1996-06-28,65,105,103,17,172
1996-06-29,90,169,110,23,232
1996-06-30,80,94,118,20,134
1996-07-01,56,306,109,27,94
1996-07-02,48,140,113,20,159
1996-07-03,65,326,101,16,327
1996-07-04,58,297,99,16,129
1996-07-05,85,96,92,27,196
1996-07-06,46,109,93,28,321
1996-07-07,54,164,93,10,182
1996-07-08,40,255,95,14,258
1996-07-09,81,175,94,14,370
1996-07-10,66,158,91,23,248
1996-07-11,41,143,96,11,252
1996-07-12,37,258,97,24,238
1996-07-13,89,106,91,12,342
1996-07-14,58,219,114,19,112
1996-07-15,80,255,97,23,380
1996-07-16,81,240,112,20,436
1996-07-17,32,305,119,26,123
1996-07-18,78,198,109,25,292
1996-07-19,41,134,94,29,228
1996-07-20,46,195,119,24,141
1996-07-21,81,294,111,20,360
1996-07-22,52,69,115,16,206
1996-07-23,81,96,110,21,221
1996-07-24,76,269,113,11,144
1996-07-25,38,154,94,27,198
1996-07-26,38,160,108,13,423
1996-07-27,89,119,94,29,394
1996-07-28,65,211,111,20,268
1996-07-29,39,120,109,19,157
1996-07-30,36,62,110,14,424
1996-07-31,65,194,107,13,169
1996-08-01,60,147,112,12,308
1996-08-02,65,99,96,29,164
1996-08-03,88,161,99,15,262
1996-08-04,85,283,120,25,343
1996-08-05,41,221,111,23,211
1996-08-06,84,280,112,15,332
1996-08-07,51,84,102,27,360
1996-08-08,63,328,99,11,123
1996-08-09,83,198,106,29,324
1996-08-10,75,93,116,18,257
1996-08-11,36,108,96,15,187
1996-08-12,47,254,117,25,197
1996-08-13,77,248,93,25,170
1996-08-14,61,120,118,29,175
1996-08-15,78,127,91,11,166
1996-08-16,38,267,97,18,328
1996-08-17,85,94,96,13,353
1996-08-18,81,149,109,28,353
1996-08-19,62,127,107,13,281
1996-08-20,65,281,101,14,124
1996-08-21,59,227,111,18,146
1996-08-22,39,205,96,20,134
1996-08-23,87,248,98,14,280
1996-08-24,66,184,113,20,271
1996-08-25,57,240,98,15,420
1996-08-26,86,79,108,16,108
1996-08-27,39,240,97,19,117
1996-08-28,71,167,107,14,292
1996-08-29,53,111,95,27,168
1996-08-30,35,101,102,24,149
1996-08-31,80,70,94,10,345
1996-09-01,70,83,120,12,189
1996-09-02,77,208,99,23,160
1996-09-03,78,85,91,29,261
1996-09-04,43,219,104,28,214
1996-09-05,72,325,103,19,135
1996-09-06,80,328,111,18,367
1996-09-07,38,153,109,14,379
1996-09-08,56,240,110,19,98
1996-09-09,34,73,91,14,126
1996-09-10,32,93,99,16,360
1996-09-11,34,317,98,11,332
1996-09-12,43,312,93,25,104
1996-09-13,57,189,92,23,142
1996-09-14,74,260,116,15,187
1996-09-15,75,136,105,29,102
1996-09-16,78,255,102,28,205
1996-09-17,69,136,92,11,282
1996-09-18,32,219,119,15,186
1996-09-19,75,311,93,19,236
1996-09-20,70,106,106,10,314
1996-09-21,70,101,99,12,331
1996-09-22,41,79,116,11,253
1996-09-23,80,188,99,23,110
1996-09-24,61,328,108,10,402
1996-09-25,31,283,113,18,204
1996-09-26,31,93,116,13,150
1996-09-27,38,74,110,13,153
1996-09-28,39,150,92,10,229
1996-09-29,72,175,94,21,183
1996-09-30,64,227,93,16,406
1996-10-01,63,286,99,27,324
1996-10-02,66,223,94,21,440
1996-10-03,68,148,97,11,412
1996-10-04,43,255,98,30,340
1996-10-05,75,80,111,11,427
1996-10-06,52,219,104,23,363
1996-10-07,44,207,96,29,333
1996-10-08,76,220,100,23,422
1996-10-09,78,287,120,19,243
1996-10-10,41,168,113,30,317
1996-10-11,80,127,101,13,315
1996-10-12,65,227,120,17,296
1996-10-13,75,187,103,15,185
1996-10-14,87,65,102,14,131
1996-10-15,34,212,106,24,106
1996-10-16,33,138,99,22,228
1996-10-17,33,184,118,26,426
1996-10-18,69,146,95,24,220
1996-10-19,63,279,106,25,391
1996-10-20,72,134,109,14,365
1996-10-21,84,278,104,17,131
1996-10-22,69,177,110,15,177
1996-10-23,46,141,110,24,131
1996-10-24,80,99,95,17,367
1996-10-25,63,287,108,25,189
1996-10-26,82,116,115,14,338
1996-10-27,38,305,101,19,208
1996-10-28,86,135,117,19,259
1996-10-29,41,75,113,13,338
1996-10-30,82,164,117,19,175
1996-10-31,89,92,98,21,93
1996-11-01,68,157,107,12,402
1996-11-02,54,319,94,30,404
1996-11-03,77,282,109,29,92
1996-11-04,32,209,117,12,96
1996-11-05,55,245,117,29,425
1996-11-06,71,239,96,26,414
1996-11-07,76,241,99,20,270
1996-11-08,89,257,99,27,326
1996-11-09,53,105,105,14,379
1996-11-10,79,242,99,16,438
1996-11-11,65,70,90,24,271
1996-11-12,30,224,107,13,312
1996-11-13,41,226,92,28,355
1996-11-14,85,202,99,27,387
1996-11-15,47,66,117,27,423
1996-11-16,66,149,99,28,291
1996-11-17,53,131,103,20,416
1996-11-18,61,297,108,15,408
1996-11-19,43,179,112,24,438
1996-11-20,37,275,106,11,431
1996-11-21,71,98,98,18,343
1996-11-22,49,86,108,25,409
1996-11-23,88,263,119,26,386
1996-11-24,53,286,114,20,353
1996-11-25,59,323,109,24,222
1996-11-26,46,267,110,13,419
1996-11-27,65,292,115,19,176
1996-11-28,81,147,103,22,337
1996-11-29,65,270,115,17,285
1996-11-30,40,139,96,22,255
1996-12-01,56,217,106,12,351
1996-12-02,42,326,116,28,95
1996-12-03,33,119,109,20,427
1996-12-04,83,153,102,28,418
1996-12-05,51,199,98,24,214
1996-12-06,84,206,117,10,119
1996-12-07,53,96,112,15,96
1996-12-08,42,70,114,26,392
1996-12-09,72,302,114,14,278
1996-12-10,36,208,112,19,94
1996-12-11,85,135,112,14,350
1996-12-12,39,250,95,20,222
1996-12-13,74,288,92,28,270
1996-12-14,64,201,102,27,426
1996-12-15,54,191,104,18,423
1996-12-16,88,171,116,28,161
1996-12-17,81,96,96,24,211
1996-12-18,49,325,108,15,220
1996-12-19,65,321,119,21,225
1996-12-20,67,257,99,22,374
1996-12-21,68,96,105,26,340
1996-12-22,76,190,113,17,397
1996-12-23,39,167,115,25,353
1996-12-24,44,306,100,15,278
1996-12-25,75,92,107,14,121
1996-12-26,56,115,90,13,170
1996-12-27,38,261,118,21,225
1996-12-28,42,121,109,16,400
1996-12-29,60,217,92,28,328
1996-12-30,46,154,94,27,160
1996-12-31,34,221,113,10,420
1997-01-01,51,125,111,18,125
1997-01-02,75,186,114,13,355
1997-01-03,44,156,93,28,371
1997-01-04,60,270,108,13,283
1997-01-05,89,230,91,21,219
1997-01-06,40,173,111,17,380
1997-01-07,51,71,112,23,289
1997-01-08,40,262,108,24,425
1997-01-09,49,212,117,13,350
1997-01-10,66,177,92,17,361
1997-01-11,30,263,110,21,376
1997-01-12,63,82,119,28,224
1997-01-13,65,275,102,20,376
1997-01-14,82,90,96,28,149
1997-01-15,48,98,117,24,123
1997-01-16,37,285,104,28,216
1997-01-17,81,134,101,13,392
1997-01-18,30,283,91,27,437
1997-01-19,50,145,97,25,417
1997-01-20,63,117,94,22,182
1997-01-21,44,221,109,23,393
1997-01-22,52,310,118,21,215
1997-01-23,42,74,113,13,135
1997-01-24,78,141,117,23,105
1997-01-25,73,222,100,12,203
1997-01-26,66,273,96,16,148
1997-01-27,55,126,93,20,288
1997-01-28,52,91,117,29,298
1997-01-29,39,107,90,23,184
1997-01-30,57,134,106,24,217
1997-01-31,32,296,90,17,258
1997-02-01,45,99,112,11,136
1997-02-02,44,233,103,14,167
1997-02-03,40,238,119,20,90
1997-02-04,74,261,96,13,305
1997-02-05,50,103,100,26,181
1997-02-06,89,120,109,24,140
1997-02-07,59,227,106,29,255
1997-02-08,44,202,97,24,245
1997-02-09,76,225,118,19,329
1997-02-10,68,242,106,23,277
1997-02-11,59,110,114,23,116
1997-02-12,58,328,106,21,123
1997-02-13,63,170,115,23,122
1997-02-14,64,218,110,25,117
1997-02-15,80,311,114,12,278
1997-02-16,75,304,92,15,92
1997-02-17,46,117,112,10,223
1997-02-18,68,272,120,28,416
1997-02-19,33,266,102,29,178
1997-02-20,81,252,90,29,324
1997-02-21,45,240,107,29,157
1997-02-22,78,61,90,29,109
1997-02-23,41,304,117,19,353
1997-02-24,75,71,120,13,113
1997-02-25,53,108,100,24,365
1997-02-26,63,112,113,28,203
1997-02-27,67,200,117,20,230
1997-02-28,66,67,97,22,267
1997-03-01,49,303,99,12,197
1997-03-02,88,307,108,21,204
1997-03-03,40,186,111,15,208
1997-03-04,46,226,106,16,300
1997-03-05,34,223,100,18,409
1997-03-06,71,281,96,23,419
1997-03-07,49,171,91,30,263
1997-03-08,36,183,113,24,119
1997-03-09,44,330,114,19,295
1997-03-10,53,193,111,21,334
1997-03-11,77,134,91,17,400
1997-03-12,49,126,93,17,100
1997-03-13,40,293,97,28,128
1997-03-14,81,314,109,10,436
1997-03-15,68,229,108,24,243
1997-03-16,73,128,107,23,349
1997-03-17,83,73,119,21,240
1997-03-18,51,184,115,17,399
1997-03-19,69,111,94,14,204
1997-03-20,74,171,91,29,187
1997-03-21,69,81,110,26,289
1997-03-22,48,72,107,29,156
1997-03-23,73,320,107,20,161
1997-03-24,71,160,107,18,149
1997-03-25,34,196,107,12,190
1997-03-26,82,133,98,15,395
1997-03-27,75,66,96,20,326
1997-03-28,40,321,98,11,181
1997-03-29,59,249,110,17,426
1997-03-30,48,98,106,20,350
1997-03-31,76,69,116,22,121
1997-04-01,49,295,93,19,140
1997-04-02,73,63,115,16,279
